configuration_id,component_count,components,system_voltage_v,analysis_period_min,active_duration_min,sleep_duration_min,peak_duration_min,avg_active_current_ma,avg_sleep_current_ma,avg_peak_current_ma,calculated_energy_mwh,target_energy_mwh,component_profiles,anomaly_prediction,anomaly_score,anomaly_status
15,4,Arduino Uno / ATmega328P + ESP32-S3 + MPU6050 + DS18B20,4.15,1440,922.7278217409672,497.171960731366,0.9029491882455628,0.0,0.0054740682341345,1.5000000000000002,,0.0,"Arduino Uno / ATmega328P:active=1440.00,idle=0.00,sleep=0.00,peak=0.00 | ESP32-S3:active=416.86,idle=0.00,sleep=1023.14,peak=0.00 | MPU6050:active=1103.00,idle=12.67,sleep=324.33,peak=0.00 | DS18B20:active=731.05,idle=64.12,sleep=641.22,peak=3.61",1,0.011087552609244655,NORMAL
16,3,Raspberry Pi Pico + SSD1306 OLED controller + HC-SR04,4.15,120,27.39434813762223,80.0,0.0,15.000000000000002,0.6549999999999999,0.0,101.36925410123598,97.94837744144284,"Raspberry Pi Pico:active=0.00,idle=0.00,sleep=120.00,peak=0.00 | SSD1306 OLED controller:active=0.00,idle=0.00,sleep=120.00,peak=0.00 | HC-SR04:active=82.18,idle=37.82,sleep=0.00,peak=0.00",1,0.11496855672681205,NORMAL
17,4,ESP32-S3 + INA219 + DHT22 / AM2302 + MPU6050,3.3,120,73.62122906272475,43.93649774640119,0.0,0.0,0.0083062053352427,0.0,,0.0,"ESP32-S3:active=20.77,idle=0.00,sleep=99.23,peak=0.00 | INA219:active=120.00,idle=0.00,sleep=0.00,peak=0.00 | DHT22 / AM2302:active=120.00,idle=0.00,sleep=0.00,peak=0.00 | MPU6050:active=33.71,idle=9.77,sleep=76.52,peak=0.00",1,0.2057997222459509,NORMAL
18,3,INA219 + ESP32-S3 + BMP280,3.3,120,84.37045203720832,22.48188221269653,0.0,0.0,0.0041447245626005,0.0,,0.0,"INA219:active=120.00,idle=0.00,sleep=0.00,peak=0.00 | ESP32-S3:active=80.46,idle=0.00,sleep=39.54,peak=0.00 | BMP280:active=52.65,idle=39.44,sleep=27.91,peak=0.00",1,0.2164209806077831,NORMAL
19,2,DS18B20 + HC-05,4.15,60,35.61869546709421,17.62154853498345,0.0,20.347249275101085,0.00075,0.0,107.1603277834394,107.63182611875308,"DS18B20:active=23.71,idle=1.05,sleep=35.24,peak=0.00 | HC-05:active=47.53,idle=12.47,sleep=0.00,peak=0.00",1,0.16898113476473814,NORMAL
20,3,BME280 + BMP280 + Raspberry Pi Pico,3.3,30,13.742944529809211,12.056196461981548,0.9794076202961868,0.0,1.078300744404881,0.03685,,0.0,"BME280:active=30.00,idle=0.00,sleep=0.00,peak=0.00 | BMP280:active=11.23,idle=9.66,sleep=6.17,peak=2.94 | Raspberry Pi Pico:active=0.00,idle=0.00,sleep=30.00,peak=0.00",1,0.08034566885755257,NORMAL
21,3,ESP32 + DHT22 / AM2302 + HC-SR04,3.3,120,103.70396011523644,6.481899997673157,0.0,13.048683273478902,0.00814,0.0,226.5253934112461,228.40287860936965,"ESP32:active=100.55,idle=0.00,sleep=19.45,peak=0.00 | DHT22 / AM2302:active=120.00,idle=0.00,sleep=0.00,peak=0.00 | HC-SR04:active=90.56,idle=29.44,sleep=0.00,peak=0.00",1,0.20835271795491456,NORMAL
22,2,Raspberry Pi Pico + HC-SR501,3.3,120,60.0,60.0,0.0,65.0,1.3,0.0,437.58,430.4654647102821,"Raspberry Pi Pico:active=0.00,idle=0.00,sleep=120.00,peak=0.00 | HC-SR501:active=120.00,idle=0.00,sleep=0.00,peak=0.00",1,0.05730950646258526,NORMAL
23,3,nRF24L01+ + BME280 + BMP280,3.3,120,80.94309136889464,20.2961253883546,1.120400155066353,0.0,0.0004235089461821,0.03685,,0.0,"nRF24L01+:active=68.96,idle=26.42,sleep=24.62,peak=0.00 | BME280:active=120.00,idle=0.00,sleep=0.00,peak=0.00 | BMP280:active=53.87,idle=26.50,sleep=36.27,peak=3.36",1,0.16025679584166663,NORMAL
24,4,nRF24L01+ + DS18B20 + ESP32-S3 + DHT22 / AM2302,3.3,60,33.110620044594754,17.77278018430952,0.6935655867393542,24.406695937300245,0.0033608206008477,13.5,179.8815069523558,177.52582300460182,"nRF24L01+:active=20.82,idle=14.76,sleep=21.64,peak=2.77 | DS18B20:active=20.80,idle=18.93,sleep=20.27,peak=0.00 | ESP32-S3:active=30.82,idle=0.00,sleep=29.18,peak=0.00 | DHT22 / AM2302:active=60.00,idle=0.00,sleep=0.00,peak=0.00",1,0.11366502697186137,NORMAL
25,1,Raspberry Pi Pico,3.3,360,0.0,360.0,0.0,0.0,1.3,0.0,25.74,25.082117736740265,"Raspberry Pi Pico:active=0.00,idle=0.00,sleep=360.00,peak=0.00",1,0.06029374661773479,NORMAL
26,1,Raspberry Pi Pico,3.3,1440,0.0,1440.0,0.0,0.0,1.3,0.0,102.96,103.28945473067044,"Raspberry Pi Pico:active=0.00,idle=0.00,sleep=1440.00,peak=0.00",-1,-0.027545080786266718,ANOMALY
27,1,INA219,3.3,30,30.0,0.0,0.0,0.0,0.0,0.0,,0.0,"INA219:active=30.00,idle=0.00,sleep=0.00,peak=0.00",1,0.20199916271044493,NORMAL
28,3,MPU6050 + ESP32 + HC-05,3.3,120,63.85818183265145,38.93839455785884,0.0,20.74932966360985,0.0084664448938423,0.0,225.05362248561408,232.48456871784063,"MPU6050:active=62.35,idle=37.15,sleep=20.50,peak=0.00 | ESP32:active=23.69,idle=0.00,sleep=96.31,peak=0.00 | HC-05:active=105.54,idle=14.46,sleep=0.00,peak=0.00",1,0.20844881378237373,NORMAL
29,1,SSD1306 OLED controller,3.3,1440,0.0,1440.0,0.0,0.0,0.01,0.0,0.792,0.8151492775891165,"SSD1306 OLED controller:active=0.00,idle=0.00,sleep=1440.00,peak=0.00",1,0.0370809297421284,NORMAL
30,1,HC-05,3.3,1440,1298.5670406855072,0.0,0.0,30.0,0.0,0.0,2204.8661192294635,2165.411053428366,"HC-05:active=1298.57,idle=141.43,sleep=0.00,peak=0.00",1,0.08866814133440659,NORMAL
31,4,HC-SR04 + DS18B20 + DHT22 / AM2302 + INA219,4.15,1440,1255.557938318267,68.7326681153554,0.8470733420160719,0.0,0.00075,1.5,,0.0,"HC-SR04:active=1274.65,idle=165.35,sleep=0.00,peak=0.00 | DS18B20:active=867.58,idle=294.10,sleep=274.93,peak=3.39 | DHT22 / AM2302:active=1440.00,idle=0.00,sleep=0.00,peak=0.00 | INA219:active=1440.00,idle=0.00,sleep=0.00,peak=0.00",1,0.010616375663528133,NORMAL
32,1,BMP280,3.3,60,13.749285625716524,38.19332083271107,0.0,0.00274,0.0001,0.0,0.002326396272854,0.0023278214926581,"BMP280:active=13.75,idle=8.06,sleep=38.19,peak=0.00",1,0.20046053299544098,NORMAL
33,2,ESP32-S3 + HC-SR501,3.3,30,23.00342948979525,6.996570510204751,0.0,74.28955256312241,0.007,0.0,187.98598062285757,190.00914378512715,"ESP32-S3:active=16.01,idle=0.00,sleep=13.99,peak=0.00 | HC-SR501:active=30.00,idle=0.00,sleep=0.00,peak=0.00",1,0.14062640647064334,NORMAL
34,2,DHT22 / AM2302 + BME280,3.3,60,60.0,0.0,0.0,0.0,0.0,0.0,,0.0,"DHT22 / AM2302:active=60.00,idle=0.00,sleep=0.00,peak=0.00 | BME280:active=60.00,idle=0.00,sleep=0.00,peak=0.00",1,0.2155879222100221,NORMAL
35,3,Raspberry Pi Pico + HC-SR04 + DS18B20,5.0,720,152.7808789218852,431.944179888038,0.0,12.367459068535805,0.7226488344300073,0.0,608.3913447261048,590.5844357775793,"Raspberry Pi Pico:active=0.00,idle=0.00,sleep=720.00,peak=0.00 | HC-SR04:active=372.16,idle=347.84,sleep=0.00,peak=0.00 | DS18B20:active=86.19,idle=57.98,sleep=575.83,peak=0.00",1,0.03175835457374465,NORMAL
36,1,DS18B20,5.0,720,120.29234862218568,519.4974032105691,0.5457199838286747,1.0,0.00075,1.5,10.13002500387285,9.69498317263696,"DS18B20:active=120.29,idle=79.66,sleep=519.50,peak=0.55",1,0.005323663574397952,NORMAL
37,2,HC-SR04 + nRF24L01+,4.15,1440,853.8629798285233,274.0593834398786,0.0,13.479109892782192,0.0009,0.0,1652.5667525076842,1649.4512492443996,"HC-SR04:active=1005.76,idle=434.24,sleep=0.00,peak=0.00 | nRF24L01+:active=701.96,idle=189.92,sleep=548.12,peak=0.00",1,0.10608171939595595,NORMAL
38,4,SSD1306 OLED controller + BMP280 + nRF24L01+ + Arduino Uno / ATmega328P,3.3,60,33.872891571142155,20.82882739552676,0.0,0.0,0.0073503149759725,0.0,,0.0,"SSD1306 OLED controller:active=0.00,idle=0.00,sleep=60.00,peak=0.00 | BMP280:active=47.62,idle=1.64,sleep=10.74,peak=0.00 | nRF24L01+:active=27.87,idle=19.55,sleep=12.58,peak=0.00 | Arduino Uno / ATmega328P:active=60.00,idle=0.00,sleep=0.00,peak=0.00",1,0.20769873499166797,NORMAL
39,4,nRF24L01+ + SSD1306 OLED controller + HC-SR501 + ESP32-S3,3.3,360,195.5453969363632,157.68367889143283,0.02643502042055,50.42729413696716,0.0082196174424898,13.5,2169.783787039224,2176.528747743333,"nRF24L01+:active=281.97,idle=26.98,sleep=50.94,peak=0.11 | SSD1306 OLED controller:active=0.00,idle=0.00,sleep=360.00,peak=0.00 | HC-SR501:active=360.00,idle=0.00,sleep=0.00,peak=0.00 | ESP32-S3:active=140.21,idle=0.00,sleep=219.79,peak=0.00",1,0.0912442181916342,NORMAL
40,1,SSD1306 OLED controller,3.3,60,0.0,60.0,0.0,0.0,0.01,0.0,0.033,0.0330000556994403,"SSD1306 OLED controller:active=0.00,idle=0.00,sleep=60.00,peak=0.00",1,0.19152255369310017,NORMAL
41,4,BMP280 + HC-SR04 + ESP32 + HC-05,3.3,60,41.9030556486328,8.826761196827718,0.0,17.67244966734689,0.0025081566436033,0.0,175.1559761107727,176.07641805083264,"BMP280:active=34.40,idle=0.87,sleep=24.73,peak=0.00 | HC-SR04:active=48.79,idle=11.21,sleep=0.00,peak=0.00 | ESP32:active=49.42,idle=0.00,sleep=10.58,peak=0.00 | HC-05:active=35.00,idle=25.00,sleep=0.00,peak=0.00",1,0.19855539915986897,NORMAL
42,1,BMP280,3.3,1440,163.36766035661995,1115.588149532784,4.217874757988763,0.00274,0.0001,0.03685,0.040166363638366,0.0397875749007551,"BMP280:active=163.37,idle=156.83,sleep=1115.59,peak=4.22",-1,-0.05938790424591234,ANOMALY
43,3,HC-05 + DS18B20 + HC-SR501,4.15,720,463.0460642426767,178.36298594206036,0.0,45.17375465301932,0.00075,0.0,4447.202059719017,4426.135640035567,"HC-05:active=527.02,idle=192.98,sleep=0.00,peak=0.00 | DS18B20:active=142.12,idle=42.79,sleep=535.09,peak=0.00 | HC-SR501:active=720.00,idle=0.00,sleep=0.00,peak=0.00",1,0.11115443706326278,NORMAL
44,1,HC-05,3.3,360,312.0366028498477,0.0,0.0,30.000000000000004,0.0,0.0,535.9642894483158,531.9776307620491,"HC-05:active=312.04,idle=47.96,sleep=0.00,peak=0.00",1,0.16992830706886292,NORMAL
45,2,Raspberry Pi Pico + BMP280,3.3,360,95.43992254652602,242.21190119569363,0.0,0.00274,0.9661218958892348,0.0,25.76969575350752,25.22703826790428,"Raspberry Pi Pico:active=0.00,idle=0.00,sleep=360.00,peak=0.00 | BMP280:active=190.88,idle=44.70,sleep=124.42,peak=0.00",1,0.1319602735990305,NORMAL
46,1,Arduino Uno / ATmega328P,5.0,60,60.0,0.0,0.0,0.0,0.0,0.0,,0.0,"Arduino Uno / ATmega328P:active=60.00,idle=0.00,sleep=0.00,peak=0.00",1,0.143611958627068,NORMAL
47,3,INA219 + nRF24L01+ + HC-SR04,3.3,120,79.16292021535868,23.57762021680306,0.0,0.0,0.0009,0.0,,0.0,"INA219:active=120.00,idle=0.00,sleep=0.00,peak=0.00 | nRF24L01+:active=29.45,idle=19.82,sleep=70.73,peak=0.00 | HC-SR04:active=88.04,idle=31.96,sleep=0.00,peak=0.00",1,0.21851598359419516,NORMAL
48,3,DHT22 / AM2302 + ESP32 + Raspberry Pi Pico,3.3,60,36.018457440476844,23.98154255952316,0.0,12.008308917542053,1.0855185687835145,0.0,75.66127361677854,76.79750769691353,"DHT22 / AM2302:active=60.00,idle=0.00,sleep=0.00,peak=0.00 | ESP32:active=48.06,idle=0.00,sleep=11.94,peak=0.00 | Raspberry Pi Pico:active=0.00,idle=0.00,sleep=60.00,peak=0.00",1,0.139384052439268,NORMAL
49,3,DS18B20 + ESP32-S3 + HC-SR501,4.15,720,363.39486787568353,335.27982271227285,0.0,61.45807764758548,0.0038653207652234,0.0,4634.483857671261,4540.52272225108,"DS18B20:active=151.55,idle=63.98,sleep=504.48,peak=0.00 | ESP32-S3:active=218.64,idle=0.00,sleep=501.36,peak=0.00 | HC-SR501:active=720.00,idle=0.00,sleep=0.00,peak=0.00",1,0.08668948184349035,NORMAL
50,1,ESP32-S3,3.3,60,49.72278610960194,10.277213890398055,0.0,91.7,0.007,0.0,250.7808284711252,252.3457483464544,"ESP32-S3:active=49.72,idle=0.00,sleep=10.28,peak=0.00",1,0.09873381362443023,NORMAL
51,1,HC-SR501,3.3,30,30.0,0.0,0.0,65.0,0.0,0.0,107.25,102.33518400405708,"HC-SR501:active=30.00,idle=0.00,sleep=0.00,peak=0.00",1,0.14920931814686506,NORMAL
52,3,HC-SR501 + HC-SR04 + HC-05,4.15,720,588.990401148235,0.0,0.0,39.65359669181564,0.0,0.0,4990.232716852146,4931.2378438235055,"HC-SR501:active=720.00,idle=0.00,sleep=0.00,peak=0.00 | HC-SR04:active=542.82,idle=177.18,sleep=0.00,peak=0.00 | HC-05:active=504.15,idle=215.85,sleep=0.00,peak=0.00",1,0.107843052157792,NORMAL
53,4,BME280 + INA219 + HC-05 + ESP32-S3,3.3,720,587.2699751729219,63.04109737431216,0.0,0.0,0.007,0.0,,0.0,"BME280:active=720.00,idle=0.00,sleep=0.00,peak=0.00 | INA219:active=720.00,idle=0.00,sleep=0.00,peak=0.00 | HC-05:active=441.24,idle=278.76,sleep=0.00,peak=0.00 | ESP32-S3:active=467.84,idle=0.00,sleep=252.16,peak=0.00",1,0.16722737950935912,NORMAL
54,2,nRF24L01+ + BME280,3.3,60,48.35488648029465,10.074899554595916,0.0,0.0,0.0009,0.0,,0.0,"nRF24L01+:active=36.71,idle=3.14,sleep=20.15,peak=0.00 | BME280:active=60.00,idle=0.00,sleep=0.00,peak=0.00",1,0.2187550808593311,NORMAL
55,1,BME280,3.3,360,360.0,0.0,0.0,0.0,0.0,0.0,,0.0,"BME280:active=360.00,idle=0.00,sleep=0.00,peak=0.00",1,0.18200890968177708,NORMAL
56,2,HC-05 + ESP32-S3,3.3,360,193.03251002772544,82.71489115681295,0.0,61.09575280745455,0.0069999999999999,0.0,1371.4872942340014,1371.8007080344946,"HC-05:active=191.49,idle=168.51,sleep=0.00,peak=0.00 | ESP32-S3:active=194.57,idle=0.00,sleep=165.43,peak=0.00",1,0.16009943636647672,NORMAL
57,3,SSD1306 OLED controller + ESP32 + HC-05,3.3,120,60.57718965056221,47.65765035005338,0.0,26.73251299706281,0.009701134454878,0.0,282.80408028313934,280.2152949507821,"SSD1306 OLED controller:active=0.00,idle=0.00,sleep=120.00,peak=0.00 | ESP32:active=97.03,idle=0.00,sleep=22.97,peak=0.00 | HC-05:active=84.70,idle=35.30,sleep=0.00,peak=0.00",1,0.19989644495259817,NORMAL
58,1,HC-SR501,3.3,30,30.0,0.0,0.0,65.0,0.0,0.0,107.25,110.05898621902584,"HC-SR501:active=30.00,idle=0.00,sleep=0.00,peak=0.00",1,0.14920931814686506,NORMAL
59,3,BMP280 + HC-05 + DHT22 / AM2302,3.3,60,41.467639949847324,15.776628432733313,0.0,14.874985142706723,0.0001,0.0,103.23709170792164,103.34931782951368,"BMP280:active=7.72,idle=4.95,sleep=47.33,peak=0.00 | HC-05:active=56.68,idle=3.32,sleep=0.00,peak=0.00 | DHT22 / AM2302:active=60.00,idle=0.00,sleep=0.00,peak=0.00",1,0.21414648631258232,NORMAL
60,2,DS18B20 + DHT22 / AM2302,4.15,1440,911.8217200376432,429.97293987332034,4.74034532342716,2.1807528830413148,0.00075,1.9730844156349832,276.4181542536448,279.3485444047919,"DS18B20:active=388.13,idle=186.93,sleep=859.95,peak=5.00 | DHT22 / AM2302:active=1435.51,idle=0.00,sleep=0.00,peak=4.49",-1,-0.06093761779891638,ANOMALY
61,1,Arduino Uno / ATmega328P,5.0,120,120.0,0.0,0.0,0.0,0.0,0.0,,0.0,"Arduino Uno / ATmega328P:active=120.00,idle=0.00,sleep=0.00,peak=0.00",1,0.14027254662033634,NORMAL
62,1,SSD1306 OLED controller,3.3,60,0.0,60.0,0.0,0.0,0.01,0.0,0.033,0.0333439703887831,"SSD1306 OLED controller:active=0.00,idle=0.00,sleep=60.00,peak=0.00",1,0.19152255369310017,NORMAL
63,4,Raspberry Pi Pico + SSD1306 OLED controller + INA219 + ESP32,3.3,1440,433.290834458583,1005.707960724365,1.0012048170520953,0.0,0.4712358669796644,240.0,,0.0,"Raspberry Pi Pico:active=0.00,idle=0.00,sleep=1440.00,peak=0.00 | SSD1306 OLED controller:active=0.00,idle=0.00,sleep=1440.00,peak=0.00 | INA219:active=1440.00,idle=0.00,sleep=0.00,peak=0.00 | ESP32:active=293.16,idle=0.00,sleep=1142.83,peak=4.00",-1,-0.058763410628661306,ANOMALY
64,4,SSD1306 OLED controller + nRF24L01+ + HC-05 + DS18B20,3.3,60,16.85155756134847,34.647853727970066,0.0,17.970483630649877,0.0047973648401877,0.0,77.90354191543457,77.34572655411795,"SSD1306 OLED controller:active=0.00,idle=0.00,sleep=60.00,peak=0.00 | nRF24L01+:active=14.02,idle=6.45,sleep=39.53,peak=0.00 | HC-05:active=34.47,idle=25.53,sleep=0.00,peak=0.00 | DS18B20:active=18.92,idle=2.02,sleep=39.06,peak=0.00",1,0.19098076262511338,NORMAL
65,1,HC-05,3.3,360,249.9221509241275,0.0,0.0,30.0,0.0,0.0,460.8058026181943,464.426146154234,"HC-05:active=249.92,idle=110.08,sleep=0.00,peak=0.00",1,0.17295802367724072,NORMAL
66,4,HC-SR501 + BME280 + INA219 + ESP32,3.3,720,689.6176642137333,30.38233578626674,0.0,0.0,0.00814,0.0,,0.0,"HC-SR501:active=720.00,idle=0.00,sleep=0.00,peak=0.00 | BME280:active=720.00,idle=0.00,sleep=0.00,peak=0.00 | INA219:active=720.00,idle=0.00,sleep=0.00,peak=0.00 | ESP32:active=598.47,idle=0.00,sleep=121.53,peak=0.00",1,0.15711075674699737,NORMAL
67,2,HC-SR501 + INA219,3.3,360,360.0,0.0,0.0,0.0,0.0,0.0,,0.0,"HC-SR501:active=360.00,idle=0.00,sleep=0.00,peak=0.00 | INA219:active=360.00,idle=0.00,sleep=0.00,peak=0.00",1,0.19493334702757764,NORMAL
68,4,Raspberry Pi Pico + HC-SR04 + BMP280 + HC-05,3.3,60,23.64075205925553,27.081687109074583,0.0,20.384429462326608,0.7200883789169991,0.0,119.32850074027984,120.16087883089772,"Raspberry Pi Pico:active=0.00,idle=0.00,sleep=60.00,peak=0.00 | HC-SR04:active=39.01,idle=20.99,sleep=0.00,peak=0.00 | BMP280:active=10.81,idle=0.87,sleep=48.33,peak=0.00 | HC-05:active=44.75,idle=15.25,sleep=0.00,peak=0.00",1,0.1515398852400769,NORMAL
69,4,ESP32-S3 + BME280 + INA219 + MPU6050,3.3,30,20.838583446649288,8.506593737558763,0.0,0.0,0.0085234495447001,0.0,,0.0,"ESP32-S3:active=13.25,idle=0.00,sleep=16.75,peak=0.00 | BME280:active=30.00,idle=0.00,sleep=0.00,peak=0.00 | INA219:active=30.00,idle=0.00,sleep=0.00,peak=0.00 | MPU6050:active=10.10,idle=2.62,sleep=17.28,peak=0.00",1,0.20171983233354013,NORMAL
70,2,nRF24L01+ + Arduino Uno / ATmega328P,4.15,360,304.259920742991,22.8680776274441,0.0,0.0,0.0008999999999999,0.0,,0.0,"nRF24L01+:active=248.52,idle=65.74,sleep=45.74,peak=0.00 | Arduino Uno / ATmega328P:active=360.00,idle=0.00,sleep=0.00,peak=0.00",1,0.1691104851716192,NORMAL
71,1,Arduino Uno / ATmega328P,5.0,30,30.0,0.0,0.0,0.0,0.0,0.0,,0.0,"Arduino Uno / ATmega328P:active=30.00,idle=0.00,sleep=0.00,peak=0.00",1,0.1386194037527141,NORMAL
72,3,HC-SR04 + HC-SR501 + DS18B20,5.0,360,266.9685633758308,61.42299452397115,0.0,35.06535959690877,0.00075,0.0,2349.8374795007885,2350.135394827264,"HC-SR04:active=303.08,idle=56.92,sleep=0.00,peak=0.00 | HC-SR501:active=360.00,idle=0.00,sleep=0.00,peak=0.00 | DS18B20:active=137.82,idle=37.91,sleep=184.27,peak=0.00",1,0.09028337402141534,NORMAL
73,3,DHT22 / AM2302 + INA219 + HC-SR04,3.3,360,329.7820244890141,0.0,0.0,0.0,0.0,0.0,,0.0,"DHT22 / AM2302:active=360.00,idle=0.00,sleep=0.00,peak=0.00 | INA219:active=360.00,idle=0.00,sleep=0.00,peak=0.00 | HC-SR04:active=269.35,idle=90.65,sleep=0.00,peak=0.00",1,0.19902584636986315,NORMAL
74,4,HC-05 + Arduino Uno / ATmega328P + DHT22 / AM2302 + INA219,3.3,120,117.20965762117164,0.0,1.052491513799329,0.0,0.0,2.5,,0.0,"HC-05:active=113.05,idle=6.95,sleep=0.00,peak=0.00 | Arduino Uno / ATmega328P:active=120.00,idle=0.00,sleep=0.00,peak=0.00 | DHT22 / AM2302:active=115.79,idle=0.00,sleep=0.00,peak=4.21 | INA219:active=120.00,idle=0.00,sleep=0.00,peak=0.00",1,0.13456168081901154,NORMAL
75,1,DHT22 / AM2302,3.3,360,360.0,0.0,0.0,2.5,0.0,0.0,49.5,50.4261916542105,"DHT22 / AM2302:active=360.00,idle=0.00,sleep=0.00,peak=0.00",1,0.1777065584789198,NORMAL
76,2,ESP32 + nRF24L01+,3.3,30,12.099186574496638,14.36431037964592,0.0,15.317380892866582,0.0065129277625742,0.0,20.406468725552447,19.793252929837784,"ESP32:active=7.73,idle=0.00,sleep=22.27,peak=0.00 | nRF24L01+:active=16.47,idle=7.07,sleep=6.46,peak=0.00",1,0.20039531600151228,NORMAL
77,3,BME280 + HC-SR04 + DHT22 / AM2302,3.3,120,113.78076980158468,0.0,0.0,0.0,0.0,0.0,,0.0,"BME280:active=120.00,idle=0.00,sleep=0.00,peak=0.00 | HC-SR04:active=101.34,idle=18.66,sleep=0.00,peak=0.00 | DHT22 / AM2302:active=120.00,idle=0.00,sleep=0.00,peak=0.00",1,0.21373878088606257,NORMAL
78,4,SSD1306 OLED controller + BME280 + DS18B20 + MPU6050,3.3,60,23.481758241196463,30.994198543801563,0.0,0.0,0.0089953060604424,0.0,,0.0,"SSD1306 OLED controller:active=0.00,idle=0.00,sleep=60.00,peak=0.00 | BME280:active=60.00,idle=0.00,sleep=0.00,peak=0.00 | DS18B20:active=27.08,idle=19.46,sleep=13.47,peak=0.00 | MPU6050:active=6.85,idle=2.64,sleep=50.51,peak=0.00",1,0.20558532148366215,NORMAL
